Produto;Quantidade (L.);Year;Category
Tinto;140.192.480;1994;Comercializacao
Rosado;13.762.956;1994;Comercializacao
Branco;26.339.930;1994;Comercializacao
VINHO FINO DE MESA;46.541.918;1994;Comercializacao
Tinto;13.290.842;1994;Comercializacao
Rosado;1.631.454;1994;Comercializacao
Branco;31.619.622;1994;Comercializacao
VINHO FRIZANTE;183.160;1994;Comercializacao
VINHO ORGÂNICO;-;1994;Comercializacao
VINHO ESPECIAL;1.423.645;1994;Comercializacao
Tinto;589.529;1994;Comercializacao
Rosado;104.886;1994;Comercializacao
Branco;729.230;1994;Comercializacao
ESPUMANTES;2.661.540;1994;Comercializacao
Espumante  Moscatel;-;1994;Comercializacao
Espumante;-;1994;Comercializacao
Espumante Orgânico;-;1994;Comercializacao
SUCO DE UVAS;6.504.949;1994;Comercializacao
Suco Natural Integral;-;1994;Comercializacao
Suco Adoçado;-;1994;Comercializacao
Suco Reprocessado/reconstituido;-;1994;Comercializacao
Suco Orgânico;-;1994;Comercializacao
Outros sucos de uvas;-;1994;Comercializacao
SUCO DE UVAS CONCENTRADO;10.005.084;1994;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;21.351.477;1994;Comercializacao
Outros vinhos (sem informação detalhada);-;1994;Comercializacao
Agrin (fermentado, acetico misto);-;1994;Comercializacao
Aguardente de vinho 50°gl;-;1994;Comercializacao
Alcool vinico;-;1994;Comercializacao
Bagaceira (graspa);20.016;1994;Comercializacao
Base champenoise champanha;-;1994;Comercializacao
Base charmat champanha;-;1994;Comercializacao
Base espumante moscatel;-;1994;Comercializacao
Bebida de uva;-;1994;Comercializacao
Borra líquida;-;1994;Comercializacao
Borra seca;-;1994;Comercializacao
Brandy (conhaque);1.519.307;1994;Comercializacao
Cooler;2.798.706;1994;Comercializacao
Coquetel com vinho;-;1994;Comercializacao
Destilado de vinho;236.400;1994;Comercializacao
Filtrado doce;12.190.120;1994;Comercializacao
Jeropiga;36.612;1994;Comercializacao
Mistelas;1.968.299;1994;Comercializacao
Mosto concentrado;-;1994;Comercializacao
Mosto de uva;-;1994;Comercializacao
Mosto sulfitado;-;1994;Comercializacao
Nectar de uva;-;1994;Comercializacao
Outros produtos;-;1994;Comercializacao
Polpa de uva;-;1994;Comercializacao
Preparado líquido para refresco;-;1994;Comercializacao
Refrigerante +50% suco;-;1994;Comercializacao
Sangria;-;1994;Comercializacao
Vinagre balsamico;-;1994;Comercializacao
Vinagre duplo;-;1994;Comercializacao
Vinagre simples;1.287.211;1994;Comercializacao
Vinho acetificado;-;1994;Comercializacao
Vinho base para espumantes;-;1994;Comercializacao
Vinho composto;559.442;1994;Comercializacao
Vinho licoroso;735.364;1994;Comercializacao
Vinho leve;-;1994;Comercializacao
Vinho gaseificado;-;1994;Comercializacao
Total;268.967.139;1994;Comercializacao
VINHO DE MESA;146.583.828;1995;Comercializacao
Tinto;108.968.350;1995;Comercializacao
Rosado;11.653.971;1995;Comercializacao
Branco;25.961.507;1995;Comercializacao
VINHO FINO DE MESA;40.195.501;1995;Comercializacao
Tinto;12.299.213;1995;Comercializacao
Rosado;1.540.910;1995;Comercializacao
Branco;26.355.378;1995;Comercializacao
VINHO FRIZANTE;136.526;1995;Comercializacao
VINHO ORGÂNICO;-;1995;Comercializacao
VINHO ESPECIAL;1.396.441;1995;Comercializacao
Tinto;628.481;1995;Comercializacao
Rosado;86.933;1995;Comercializacao
Branco;681.027;1995;Comercializacao
ESPUMANTES;2.276.321;1995;Comercializacao
Espumante  Moscatel;-;1995;Comercializacao
Espumante;-;1995;Comercializacao
Espumante Orgânico;-;1995;Comercializacao
SUCO DE UVAS;4.865.675;1995;Comercializacao
Suco Natural Integral;-;1995;Comercializacao
Suco Adoçado;-;1995;Comercializacao
Suco Reprocessado/reconstituido;-;1995;Comercializacao
Suco Orgânico;-;1995;Comercializacao
Outros sucos de uvas;-;1995;Comercializacao
SUCO DE UVAS CONCENTRADO;11.029.248;1995;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;21.348.586;1995;Comercializacao
Outros vinhos (sem informação detalhada);-;1995;Comercializacao
Agrin (fermentado, acetico misto);-;1995;Comercializacao
Aguardente de vinho 50°gl;-;1995;Comercializacao
Alcool vinico;-;1995;Comercializacao
Bagaceira (graspa);39.232;1995;Comercializacao
Base champenoise champanha;-;1995;Comercializacao
Base charmat champanha;-;1995;Comercializacao
Base espumante moscatel;-;1995;Comercializacao
Bebida de uva;-;1995;Comercializacao
Borra líquida;-;1995;Comercializacao
Borra seca;-;1995;Comercializacao
Brandy (conhaque);1.846.401;1995;Comercializacao
Cooler;2.664.342;1995;Comercializacao
Coquetel com vinho;-;1995;Comercializacao
Destilado de vinho;135.045;1995;Comercializacao
Filtrado doce;11.222.169;1995;Comercializacao
Jeropiga;33.024;1995;Comercializacao
Mistelas;986.673;1995;Comercializacao
Mosto concentrado;54.120;1995;Comercializacao
Mosto de uva;-;1995;Comercializacao
Mosto sulfitado;4.982;1995;Comercializacao
Nectar de uva;-;1995;Comercializacao
Outros produtos;-;1995;Comercializacao
Polpa de uva;-;1995;Comercializacao
Preparado líquido para refresco;-;1995;Comercializacao
Refrigerante +50% suco;-;1995;Comercializacao
Sangria;-;1995;Comercializacao
Vinagre balsamico;-;1995;Comercializacao
Vinagre duplo;-;1995;Comercializacao
Vinagre simples;2.921.137;1995;Comercializacao
Vinho acetificado;-;1995;Comercializacao
Vinho base para espumantes;-;1995;Comercializacao
Vinho composto;645.253;1995;Comercializacao
Vinho licoroso;796.208;1995;Comercializacao
Vinho leve;-;1995;Comercializacao
Vinho gaseificado;-;1995;Comercializacao
Total;227.832.126;1995;Comercializacao
VINHO DE MESA;165.831.436;1996;Comercializacao
Tinto;122.549.540;1996;Comercializacao
Rosado;13.374.874;1996;Comercializacao
Branco;29.907.022;1996;Comercializacao
VINHO FINO DE MESA;43.695.771;1996;Comercializacao
Tinto;13.540.528;1996;Comercializacao
Rosado;1.457.704;1996;Comercializacao
Branco;28.697.539;1996;Comercializacao
VINHO FRIZANTE;260.638;1996;Comercializacao
VINHO ORGÂNICO;-;1996;Comercializacao
VINHO ESPECIAL;1.261.662;1996;Comercializacao
Tinto;264.304;1996;Comercializacao
Rosado;70.536;1996;Comercializacao
Branco;926.822;1996;Comercializacao
ESPUMANTES;2.154.497;1996;Comercializacao
Espumante  Moscatel;-;1996;Comercializacao
Espumante;-;1996;Comercializacao
Espumante Orgânico;-;1996;Comercializacao
SUCO DE UVAS;4.495.950;1996;Comercializacao
Suco Natural Integral;-;1996;Comercializacao
Suco Adoçado;-;1996;Comercializacao
Suco Reprocessado/reconstituido;-;1996;Comercializacao
Suco Orgânico;-;1996;Comercializacao
Outros sucos de uvas;-;1996;Comercializacao
SUCO DE UVAS CONCENTRADO;11.625.777;1996;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;27.574.147;1996;Comercializacao
Outros vinhos (sem informação detalhada);-;1996;Comercializacao
Agrin (fermentado, acetico misto);-;1996;Comercializacao
Aguardente de vinho 50°gl;-;1996;Comercializacao
Alcool vinico;-;1996;Comercializacao
Bagaceira (graspa);46.959;1996;Comercializacao
Base champenoise champanha;-;1996;Comercializacao
Base charmat champanha;-;1996;Comercializacao
Base espumante moscatel;-;1996;Comercializacao
Bebida de uva;-;1996;Comercializacao
Borra líquida;-;1996;Comercializacao
Borra seca;-;1996;Comercializacao
Brandy (conhaque);2.331.889;1996;Comercializacao
Cooler;3.078.523;1996;Comercializacao
Coquetel com vinho;-;1996;Comercializacao
Destilado de vinho;276.355;1996;Comercializacao
Filtrado doce;8.890.818;1996;Comercializacao
Jeropiga;85.560;1996;Comercializacao
Mistelas;906.081;1996;Comercializacao
Mosto concentrado;55.728;1996;Comercializacao
Mosto de uva;-;1996;Comercializacao
Mosto sulfitado;-;1996;Comercializacao
Nectar de uva;-;1996;Comercializacao
Outros produtos;-;1996;Comercializacao
Polpa de uva;-;1996;Comercializacao
Preparado líquido para refresco;-;1996;Comercializacao
Refrigerante +50% suco;-;1996;Comercializacao
Sangria;-;1996;Comercializacao
Vinagre balsamico;-;1996;Comercializacao
Vinagre duplo;-;1996;Comercializacao
Vinagre simples;3.303.855;1996;Comercializacao
Vinho acetificado;7.224.172;1996;Comercializacao
Vinho base para espumantes;-;1996;Comercializacao
Vinho composto;559.501;1996;Comercializacao
Vinho licoroso;814.706;1996;Comercializacao
Vinho leve;-;1996;Comercializacao
Vinho gaseificado;-;1996;Comercializacao
Total;256.899.878;1996;Comercializacao
VINHO DE MESA;174.768.638;1997;Comercializacao
Tinto;127.693.158;1997;Comercializacao
Rosado;13.550.872;1997;Comercializacao
Branco;33.524.608;1997;Comercializacao
VINHO FINO DE MESA;46.442.209;1997;Comercializacao
Tinto;18.303.579;1997;Comercializacao
Rosado;1.997.373;1997;Comercializacao
Branco;26.141.257;1997;Comercializacao
VINHO FRIZANTE;221.733;1997;Comercializacao
VINHO ORGÂNICO;-;1997;Comercializacao
VINHO ESPECIAL;790.617;1997;Comercializacao
Tinto;136.027;1997;Comercializacao
Rosado;145.144;1997;Comercializacao
Branco;509.446;1997;Comercializacao
ESPUMANTES;3.054.624;1997;Comercializacao
Espumante  Moscatel;19.222;1997;Comercializacao
Espumante;3.035.402;1997;Comercializacao
Espumante Orgânico;-;1997;Comercializacao
SUCO DE UVAS;4.996.959;1997;Comercializacao
Suco Natural Integral;-;1997;Comercializacao
Suco Adoçado;-;1997;Comercializacao
Suco Reprocessado/reconstituido;-;1997;Comercializacao
Suco Orgânico;-;1997;Comercializacao
Outros sucos de uvas;-;1997;Comercializacao
SUCO DE UVAS CONCENTRADO;16.724.519;1997;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;31.437.414;1997;Comercializacao
Outros vinhos (sem informação detalhada);-;1997;Comercializacao
Agrin (fermentado, acetico misto);-;1997;Comercializacao
Aguardente de vinho 50°gl;-;1997;Comercializacao
Alcool vinico;-;1997;Comercializacao
Bagaceira (graspa);33.549;1997;Comercializacao
Base champenoise champanha;-;1997;Comercializacao
Base charmat champanha;-;1997;Comercializacao
Base espumante moscatel;-;1997;Comercializacao
Bebida de uva;-;1997;Comercializacao
Borra líquida;-;1997;Comercializacao
Borra seca;-;1997;Comercializacao
Brandy (conhaque);2.201.034;1997;Comercializacao
Cooler;4.571.501;1997;Comercializacao
Coquetel com vinho;-;1997;Comercializacao
Destilado de vinho;368.631;1997;Comercializacao
Filtrado doce;11.400.130;1997;Comercializacao
Jeropiga;78.504;1997;Comercializacao
Mistelas;420.127;1997;Comercializacao
Mosto concentrado;124.870;1997;Comercializacao
Mosto de uva;-;1997;Comercializacao
Mosto sulfitado;-;1997;Comercializacao
Nectar de uva;-;1997;Comercializacao
Outros produtos;-;1997;Comercializacao
Polpa de uva;-;1997;Comercializacao
Preparado líquido para refresco;-;1997;Comercializacao
Refrigerante +50% suco;-;1997;Comercializacao
Sangria;-;1997;Comercializacao
Vinagre balsamico;-;1997;Comercializacao
Vinagre duplo;-;1997;Comercializacao
Vinagre simples;2.472.555;1997;Comercializacao
Vinho acetificado;8.162.500;1997;Comercializacao
Vinho base para espumantes;-;1997;Comercializacao
Vinho composto;847.456;1997;Comercializacao
Vinho licoroso;756.557;1997;Comercializacao
Vinho leve;-;1997;Comercializacao
Vinho gaseificado;-;1997;Comercializacao
Total;278.436.713;1997;Comercializacao
VINHO DE MESA;181.576.649;1998;Comercializacao
Tinto;133.479.291;1998;Comercializacao
Rosado;12.980.172;1998;Comercializacao
Branco;35.117.186;1998;Comercializacao
VINHO FINO DE MESA;32.456.318;1998;Comercializacao
Tinto;11.925.188;1998;Comercializacao
Rosado;1.585.687;1998;Comercializacao
Branco;18.945.443;1998;Comercializacao
VINHO FRIZANTE;15.370;1998;Comercializacao
VINHO ORGÂNICO;-;1998;Comercializacao
VINHO ESPECIAL;194.075;1998;Comercializacao
Tinto;50.870;1998;Comercializacao
Rosado;2.074;1998;Comercializacao
Branco;141.131;1998;Comercializacao
ESPUMANTES;3.253.174;1998;Comercializacao
Espumante  Moscatel;29.712;1998;Comercializacao
Espumante;3.223.462;1998;Comercializacao
Espumante Orgânico;-;1998;Comercializacao
SUCO DE UVAS;9.025.797;1998;Comercializacao
Suco Natural Integral;-;1998;Comercializacao
Suco Adoçado;-;1998;Comercializacao
Suco Reprocessado/reconstituido;-;1998;Comercializacao
Suco Orgânico;-;1998;Comercializacao
Outros sucos de uvas;-;1998;Comercializacao
SUCO DE UVAS CONCENTRADO;13.944.137;1998;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;29.935.005;1998;Comercializacao
Outros vinhos (sem informação detalhada);-;1998;Comercializacao
Agrin (fermentado, acetico misto);-;1998;Comercializacao
Aguardente de vinho 50°gl;-;1998;Comercializacao
Alcool vinico;-;1998;Comercializacao
Bagaceira (graspa);14.356;1998;Comercializacao
Base champenoise champanha;-;1998;Comercializacao
Base charmat champanha;-;1998;Comercializacao
Base espumante moscatel;-;1998;Comercializacao
Bebida de uva;-;1998;Comercializacao
Borra líquida;-;1998;Comercializacao
Borra seca;-;1998;Comercializacao
Brandy (conhaque);2.441.572;1998;Comercializacao
Cooler;5.764.233;1998;Comercializacao
Coquetel com vinho;-;1998;Comercializacao
Destilado de vinho;256.061;1998;Comercializacao
Filtrado doce;11.506.197;1998;Comercializacao
Jeropiga;49.339;1998;Comercializacao
Mistelas;108.555;1998;Comercializacao
Mosto concentrado;-;1998;Comercializacao
Mosto de uva;-;1998;Comercializacao
Mosto sulfitado;-;1998;Comercializacao
Nectar de uva;-;1998;Comercializacao
Outros produtos;-;1998;Comercializacao
Polpa de uva;-;1998;Comercializacao
Preparado líquido para refresco;-;1998;Comercializacao
Refrigerante +50% suco;-;1998;Comercializacao
Sangria;-;1998;Comercializacao
Vinagre balsamico;-;1998;Comercializacao
Vinagre duplo;-;1998;Comercializacao
Vinagre simples;2.394.887;1998;Comercializacao
Vinho acetificado;4.606.230;1998;Comercializacao
Vinho base para espumantes;-;1998;Comercializacao
Vinho composto;1.137.668;1998;Comercializacao
Vinho licoroso;1.655.907;1998;Comercializacao
Vinho leve;-;1998;Comercializacao
Vinho gaseificado;-;1998;Comercializacao
Total;270.400.525;1998;Comercializacao
VINHO DE MESA;200.578.746;1999;Comercializacao
Tinto;150.857.434;1999;Comercializacao
Rosado;13.221.934;1999;Comercializacao
Branco;36.499.378;1999;Comercializacao
VINHO FINO DE MESA;37.096.571;1999;Comercializacao
Tinto;14.706.398;1999;Comercializacao
Rosado;1.479.987;1999;Comercializacao
Branco;20.910.186;1999;Comercializacao
VINHO FRIZANTE;12.861;1999;Comercializacao
VINHO ORGÂNICO;-;1999;Comercializacao
VINHO ESPECIAL;234.696;1999;Comercializacao
Tinto;56.589;1999;Comercializacao
Rosado;112.392;1999;Comercializacao
Branco;65.715;1999;Comercializacao
ESPUMANTES;5.606.536;1999;Comercializacao
Espumante  Moscatel;50.670;1999;Comercializacao
Espumante;5.555.866;1999;Comercializacao
Espumante Orgânico;-;1999;Comercializacao
SUCO DE UVAS;7.778.310;1999;Comercializacao
Suco Natural Integral;-;1999;Comercializacao
Suco Adoçado;-;1999;Comercializacao
Suco Reprocessado/reconstituido;-;1999;Comercializacao
Suco Orgânico;-;1999;Comercializacao
Outros sucos de uvas;-;1999;Comercializacao
SUCO DE UVAS CONCENTRADO;16.261.806;1999;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;34.388.096;1999;Comercializacao
Outros vinhos (sem informação detalhada);-;1999;Comercializacao
Agrin (fermentado, acetico misto);-;1999;Comercializacao
Aguardente de vinho 50°gl;-;1999;Comercializacao
Alcool vinico;-;1999;Comercializacao
Bagaceira (graspa);5.121;1999;Comercializacao
Base champenoise champanha;-;1999;Comercializacao
Base charmat champanha;-;1999;Comercializacao
Base espumante moscatel;-;1999;Comercializacao
Bebida de uva;-;1999;Comercializacao
Borra líquida;-;1999;Comercializacao
Borra seca;-;1999;Comercializacao
Brandy (conhaque);2.480.893;1999;Comercializacao
Cooler;9.424.282;1999;Comercializacao
Coquetel com vinho;-;1999;Comercializacao
Destilado de vinho;409.640;1999;Comercializacao
Filtrado doce;14.457.195;1999;Comercializacao
Jeropiga;71.800;1999;Comercializacao
Mistelas;27.060;1999;Comercializacao
Mosto concentrado;-;1999;Comercializacao
Mosto de uva;-;1999;Comercializacao
Mosto sulfitado;88.000;1999;Comercializacao
Nectar de uva;-;1999;Comercializacao
Outros produtos;-;1999;Comercializacao
Polpa de uva;-;1999;Comercializacao
Preparado líquido para refresco;-;1999;Comercializacao
Refrigerante +50% suco;-;1999;Comercializacao
Sangria;-;1999;Comercializacao
Vinagre balsamico;-;1999;Comercializacao
Vinagre duplo;-;1999;Comercializacao
Vinagre simples;2.426.530;1999;Comercializacao
Vinho acetificado;2.784.540;1999;Comercializacao
Vinho base para espumantes;-;1999;Comercializacao
Vinho composto;1.199.898;1999;Comercializacao
Vinho licoroso;1.013.137;1999;Comercializacao
Vinho leve;-;1999;Comercializacao
Vinho gaseificado;-;1999;Comercializacao
Total;301.957.622;1999;Comercializacao
VINHO DE MESA;221.023.603;2000;Comercializacao
Tinto;172.183.792;2000;Comercializacao
Rosado;9.150.927;2000;Comercializacao
Branco;39.688.884;2000;Comercializacao
VINHO FINO DE MESA;34.195.829;2000;Comercializacao
Tinto;15.119.076;2000;Comercializacao
Rosado;1.021.310;2000;Comercializacao
Branco;18.055.443;2000;Comercializacao
VINHO FRIZANTE;2.583;2000;Comercializacao
VINHO ORGÂNICO;-;2000;Comercializacao
VINHO ESPECIAL;249.345;2000;Comercializacao
Tinto;177.872;2000;Comercializacao
Rosado;-;2000;Comercializacao
Branco;71.473;2000;Comercializacao
ESPUMANTES;4.330.795;2000;Comercializacao
Espumante  Moscatel;194.723;2000;Comercializacao
Espumante;4.136.072;2000;Comercializacao
Espumante Orgânico;-;2000;Comercializacao
SUCO DE UVAS;6.847.466;2000;Comercializacao
Suco Natural Integral;-;2000;Comercializacao
Suco Adoçado;-;2000;Comercializacao
Suco Reprocessado/reconstituido;-;2000;Comercializacao
Suco Orgânico;-;2000;Comercializacao
Outros sucos de uvas;-;2000;Comercializacao
SUCO DE UVAS CONCENTRADO;15.315.971;2000;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;37.168.164;2000;Comercializacao
Outros vinhos (sem informação detalhada);-;2000;Comercializacao
Agrin (fermentado, acetico misto);-;2000;Comercializacao
Aguardente de vinho 50°gl;-;2000;Comercializacao
Alcool vinico;-;2000;Comercializacao
Bagaceira (graspa);8.213;2000;Comercializacao
Base champenoise champanha;-;2000;Comercializacao
Base charmat champanha;-;2000;Comercializacao
Base espumante moscatel;-;2000;Comercializacao
Bebida de uva;-;2000;Comercializacao
Borra líquida;-;2000;Comercializacao
Borra seca;-;2000;Comercializacao
Brandy (conhaque);2.035.067;2000;Comercializacao
Cooler;10.847.415;2000;Comercializacao
Coquetel com vinho;-;2000;Comercializacao
Destilado de vinho;400.579;2000;Comercializacao
Filtrado doce;11.065.803;2000;Comercializacao
Jeropiga;66.197;2000;Comercializacao
Mistelas;-;2000;Comercializacao
Mosto concentrado;-;2000;Comercializacao
Mosto de uva;-;2000;Comercializacao
Mosto sulfitado;180.900;2000;Comercializacao
Nectar de uva;-;2000;Comercializacao
Outros produtos;-;2000;Comercializacao
Polpa de uva;-;2000;Comercializacao
Preparado líquido para refresco;-;2000;Comercializacao
Refrigerante +50% suco;-;2000;Comercializacao
Sangria;-;2000;Comercializacao
Vinagre balsamico;-;2000;Comercializacao
Vinagre duplo;-;2000;Comercializacao
Vinagre simples;6.654.097;2000;Comercializacao
Vinho acetificado;3.715.390;2000;Comercializacao
Vinho base para espumantes;-;2000;Comercializacao
Vinho composto;1.084.344;2000;Comercializacao
Vinho licoroso;1.110.159;2000;Comercializacao
Vinho leve;-;2000;Comercializacao
Vinho gaseificado;-;2000;Comercializacao
Total;319.133.756;2000;Comercializacao
VINHO DE MESA;221.518.224;2001;Comercializacao
Tinto;176.793.696;2001;Comercializacao
Rosado;7.283.912;2001;Comercializacao
Branco;37.440.616;2001;Comercializacao
VINHO FINO DE MESA;28.701.658;2001;Comercializacao
Tinto;12.112.495;2001;Comercializacao
Rosado;790.176;2001;Comercializacao
Branco;15.798.987;2001;Comercializacao
VINHO FRIZANTE;-;2001;Comercializacao
VINHO ORGÂNICO;-;2001;Comercializacao
VINHO ESPECIAL;492.272;2001;Comercializacao
Tinto;281.260;2001;Comercializacao
Rosado;12.833;2001;Comercializacao
Branco;198.179;2001;Comercializacao
ESPUMANTES;4.494.015;2001;Comercializacao
Espumante  Moscatel;474.162;2001;Comercializacao
Espumante;4.019.853;2001;Comercializacao
Espumante Orgânico;-;2001;Comercializacao
SUCO DE UVAS;11.498.893;2001;Comercializacao
Suco Natural Integral;-;2001;Comercializacao
Suco Adoçado;-;2001;Comercializacao
Suco Reprocessado/reconstituido;-;2001;Comercializacao
Suco Orgânico;-;2001;Comercializacao
Outros sucos de uvas;-;2001;Comercializacao
SUCO DE UVAS CONCENTRADO;14.704.091;2001;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;30.853.863;2001;Comercializacao
Outros vinhos (sem informação detalhada);-;2001;Comercializacao
Agrin (fermentado, acetico misto);-;2001;Comercializacao
Aguardente de vinho 50°gl;-;2001;Comercializacao
Alcool vinico;-;2001;Comercializacao
Bagaceira (graspa);13.881;2001;Comercializacao
Base champenoise champanha;-;2001;Comercializacao
Base charmat champanha;-;2001;Comercializacao
Base espumante moscatel;-;2001;Comercializacao
Bebida de uva;-;2001;Comercializacao
Borra líquida;-;2001;Comercializacao
Borra seca;-;2001;Comercializacao
Brandy (conhaque);2.018.918;2001;Comercializacao
Cooler;10.994.658;2001;Comercializacao
Coquetel com vinho;-;2001;Comercializacao
Destilado de vinho;208.570;2001;Comercializacao
Filtrado doce;10.253.296;2001;Comercializacao
Jeropiga;66.824;2001;Comercializacao
Mistelas;6.619;2001;Comercializacao
Mosto concentrado;-;2001;Comercializacao
Mosto de uva;-;2001;Comercializacao
Mosto sulfitado;369.070;2001;Comercializacao
Nectar de uva;-;2001;Comercializacao
Outros produtos;-;2001;Comercializacao
Polpa de uva;-;2001;Comercializacao
Preparado líquido para refresco;-;2001;Comercializacao
Refrigerante +50% suco;-;2001;Comercializacao
Sangria;-;2001;Comercializacao
Vinagre balsamico;-;2001;Comercializacao
Vinagre duplo;-;2001;Comercializacao
Vinagre simples;1.767.848;2001;Comercializacao
Vinho acetificado;3.920.000;2001;Comercializacao
Vinho base para espumantes;-;2001;Comercializacao
Vinho composto;276.791;2001;Comercializacao
Vinho licoroso;957.388;2001;Comercializacao
Vinho leve;-;2001;Comercializacao
Vinho gaseificado;-;2001;Comercializacao
Total;312.263.016;2001;Comercializacao
VINHO DE MESA;227.447.392;2002;Comercializacao
Tinto;181.274.195;2002;Comercializacao
Rosado;8.434.812;2002;Comercializacao
Branco;37.738.385;2002;Comercializacao
VINHO FINO DE MESA;25.438.750;2002;Comercializacao
Tinto;12.109.658;2002;Comercializacao
Rosado;650.263;2002;Comercializacao
Branco;12.678.829;2002;Comercializacao
VINHO FRIZANTE;5.003;2002;Comercializacao
VINHO ORGÂNICO;-;2002;Comercializacao
VINHO ESPECIAL;270.364;2002;Comercializacao
Tinto;258.412;2002;Comercializacao
Rosado;-;2002;Comercializacao
Branco;11.952;2002;Comercializacao
ESPUMANTES;4.267.544;2002;Comercializacao
Espumante  Moscatel;525.996;2002;Comercializacao
Espumante;3.741.548;2002;Comercializacao
Espumante Orgânico;-;2002;Comercializacao
SUCO DE UVAS;9.140.897;2002;Comercializacao
Suco Natural Integral;-;2002;Comercializacao
Suco Adoçado;-;2002;Comercializacao
Suco Reprocessado/reconstituido;-;2002;Comercializacao
Suco Orgânico;-;2002;Comercializacao
Outros sucos de uvas;-;2002;Comercializacao
SUCO DE UVAS CONCENTRADO;16.499.202;2002;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;29.950.775;2002;Comercializacao
Outros vinhos (sem informação detalhada);-;2002;Comercializacao
Agrin (fermentado, acetico misto);-;2002;Comercializacao
Aguardente de vinho 50°gl;-;2002;Comercializacao
Alcool vinico;-;2002;Comercializacao
Bagaceira (graspa);23.901;2002;Comercializacao
Base champenoise champanha;-;2002;Comercializacao
Base charmat champanha;-;2002;Comercializacao
Base espumante moscatel;-;2002;Comercializacao
Bebida de uva;-;2002;Comercializacao
Borra líquida;-;2002;Comercializacao
Borra seca;-;2002;Comercializacao
Brandy (conhaque);2.030.651;2002;Comercializacao
Cooler;10.423.992;2002;Comercializacao
Coquetel com vinho;-;2002;Comercializacao
Destilado de vinho;169.986;2002;Comercializacao
Filtrado doce;9.105.252;2002;Comercializacao
Jeropiga;5.003;2002;Comercializacao
Mistelas;650.136;2002;Comercializacao
Mosto concentrado;-;2002;Comercializacao
Mosto de uva;-;2002;Comercializacao
Mosto sulfitado;2.080.050;2002;Comercializacao
Nectar de uva;-;2002;Comercializacao
Outros produtos;-;2002;Comercializacao
Polpa de uva;-;2002;Comercializacao
Preparado líquido para refresco;-;2002;Comercializacao
Refrigerante +50% suco;-;2002;Comercializacao
Sangria;-;2002;Comercializacao
Vinagre balsamico;-;2002;Comercializacao
Vinagre duplo;-;2002;Comercializacao
Vinagre simples;1.587.601;2002;Comercializacao
Vinho acetificado;2.947.650;2002;Comercializacao
Vinho base para espumantes;-;2002;Comercializacao
Vinho composto;300;2002;Comercializacao
Vinho licoroso;926.253;2002;Comercializacao
Vinho leve;-;2002;Comercializacao
Vinho gaseificado;-;2002;Comercializacao
Total;313.019.927;2002;Comercializacao
VINHO DE MESA;217.082.959;2003;Comercializacao
Tinto;179.225.328;2003;Comercializacao
Rosado;6.945.806;2003;Comercializacao
Branco;30.911.825;2003;Comercializacao
VINHO FINO DE MESA;23.293.171;2003;Comercializacao
Tinto;12.559.693;2003;Comercializacao
Rosado;579.724;2003;Comercializacao
Branco;10.153.754;2003;Comercializacao
VINHO FRIZANTE;5.203;2003;Comercializacao
VINHO ORGÂNICO;-;2003;Comercializacao
VINHO ESPECIAL;205.269;2003;Comercializacao
Tinto;87.544;2003;Comercializacao
Rosado;-;2003;Comercializacao
Branco;117.725;2003;Comercializacao
ESPUMANTES;4.798.284;2003;Comercializacao
Espumante  Moscatel;594.044;2003;Comercializacao
Espumante;4.204.240;2003;Comercializacao
Espumante Orgânico;-;2003;Comercializacao
SUCO DE UVAS;7.496.195;2003;Comercializacao
Suco Natural Integral;-;2003;Comercializacao
Suco Adoçado;-;2003;Comercializacao
Suco Reprocessado/reconstituido;-;2003;Comercializacao
Suco Orgânico;-;2003;Comercializacao
Outros sucos de uvas;-;2003;Comercializacao
SUCO DE UVAS CONCENTRADO;15.246.651;2003;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;29.636.903;2003;Comercializacao
Outros vinhos (sem informação detalhada);-;2003;Comercializacao
Agrin (fermentado, acetico misto);-;2003;Comercializacao
Aguardente de vinho 50°gl;-;2003;Comercializacao
Alcool vinico;-;2003;Comercializacao
Bagaceira (graspa);28.128;2003;Comercializacao
Base champenoise champanha;-;2003;Comercializacao
Base charmat champanha;-;2003;Comercializacao
Base espumante moscatel;-;2003;Comercializacao
Bebida de uva;1.767.072;2003;Comercializacao
Borra líquida;-;2003;Comercializacao
Borra seca;-;2003;Comercializacao
Brandy (conhaque);2.729.201;2003;Comercializacao
Cooler;7.355.796;2003;Comercializacao
Coquetel com vinho;-;2003;Comercializacao
Destilado de vinho;169.245;2003;Comercializacao
Filtrado doce;7.954.174;2003;Comercializacao
Jeropiga;52.987;2003;Comercializacao
Mistelas;10.435;2003;Comercializacao
Mosto concentrado;-;2003;Comercializacao
Mosto de uva;-;2003;Comercializacao
