Produto;Quantidade (L.);Year;Category
Mosto sulfitado;-;2003;Comercializacao
Nectar de uva;1.085.422;2003;Comercializacao
Outros produtos;-;2003;Comercializacao
Polpa de uva;-;2003;Comercializacao
Preparado líquido para refresco;94.231;2003;Comercializacao
Refrigerante +50% suco;-;2003;Comercializacao
Sangria;330.576;2003;Comercializacao
Vinagre balsamico;-;2003;Comercializacao
Vinagre duplo;-;2003;Comercializacao
Vinagre simples;2.272.996;2003;Comercializacao
Vinho acetificado;4.314.150;2003;Comercializacao
Vinho base para espumantes;-;2003;Comercializacao
Vinho composto;582.970;2003;Comercializacao
Vinho licoroso;889.520;2003;Comercializacao
Vinho leve;-;2003;Comercializacao
Vinho gaseificado;-;2003;Comercializacao
Total;297.764.635;2003;Comercializacao
VINHO DE MESA;225.021.830;2004;Comercializacao
Tinto;186.236.086;2004;Comercializacao
Rosado;5.478.618;2004;Comercializacao
Branco;33.307.126;2004;Comercializacao
VINHO FINO DE MESA;19.884.366;2004;Comercializacao
Tinto;10.859.722;2004;Comercializacao
Rosado;390.371;2004;Comercializacao
Branco;8.634.273;2004;Comercializacao
VINHO FRIZANTE;17.225;2004;Comercializacao
VINHO ORGÂNICO;-;2004;Comercializacao
VINHO ESPECIAL;66.989;2004;Comercializacao
Tinto;51.824;2004;Comercializacao
Rosado;-;2004;Comercializacao
Branco;15.165;2004;Comercializacao
ESPUMANTES;5.485.441;2004;Comercializacao
Espumante  Moscatel;673.332;2004;Comercializacao
Espumante;4.812.109;2004;Comercializacao
Espumante Orgânico;-;2004;Comercializacao
SUCO DE UVAS;8.805.190;2004;Comercializacao
Suco Natural Integral;-;2004;Comercializacao
Suco Adoçado;-;2004;Comercializacao
Suco Reprocessado/reconstituido;-;2004;Comercializacao
Suco Orgânico;-;2004;Comercializacao
Outros sucos de uvas;-;2004;Comercializacao
SUCO DE UVAS CONCENTRADO;19.218.964;2004;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;32.261.664;2004;Comercializacao
Outros vinhos (sem informação detalhada);-;2004;Comercializacao
Agrin (fermentado, acetico misto);7.861.278;2004;Comercializacao
Aguardente de vinho 50°gl;-;2004;Comercializacao
Alcool vinico;-;2004;Comercializacao
Bagaceira (graspa);31.294;2004;Comercializacao
Base champenoise champanha;-;2004;Comercializacao
Base charmat champanha;-;2004;Comercializacao
Base espumante moscatel;-;2004;Comercializacao
Bebida de uva;2.977.407;2004;Comercializacao
Borra líquida;-;2004;Comercializacao
Borra seca;-;2004;Comercializacao
Brandy (conhaque);2.505.882;2004;Comercializacao
Cooler;6.674.776;2004;Comercializacao
Coquetel com vinho;1.428.500;2004;Comercializacao
Destilado de vinho;171.335;2004;Comercializacao
Filtrado doce;8.558.393;2004;Comercializacao
Jeropiga;31.123;2004;Comercializacao
Mistelas;3.741;2004;Comercializacao
Mosto concentrado;-;2004;Comercializacao
Mosto de uva;717;2004;Comercializacao
Mosto sulfitado;-;2004;Comercializacao
Nectar de uva;451.845;2004;Comercializacao
Outros produtos;1.491;2004;Comercializacao
Polpa de uva;832.399;2004;Comercializacao
Preparado líquido para refresco;91.243;2004;Comercializacao
Refrigerante +50% suco;-;2004;Comercializacao
Sangria;1.118.654;2004;Comercializacao
Vinagre balsamico;7.059;2004;Comercializacao
Vinagre duplo;277.450;2004;Comercializacao
Vinagre simples;1.659.785;2004;Comercializacao
Vinho acetificado;3.396.380;2004;Comercializacao
Vinho base para espumantes;19.456;2004;Comercializacao
Vinho composto;1.251.605;2004;Comercializacao
Vinho licoroso;771.129;2004;Comercializacao
Vinho leve;-;2004;Comercializacao
Vinho gaseificado;-;2004;Comercializacao
Total;310.761.669;2004;Comercializacao
VINHO DE MESA;271.248.493;2005;Comercializacao
Tinto;227.987.458;2005;Comercializacao
Rosado;3.562.059;2005;Comercializacao
Branco;39.698.976;2005;Comercializacao
VINHO FINO DE MESA;22.306.004;2005;Comercializacao
Tinto;13.335.767;2005;Comercializacao
Rosado;472.971;2005;Comercializacao
Branco;8.497.266;2005;Comercializacao
VINHO FRIZANTE;111.666;2005;Comercializacao
VINHO ORGÂNICO;-;2005;Comercializacao
VINHO ESPECIAL;285.994;2005;Comercializacao
Tinto;278.339;2005;Comercializacao
Rosado;-;2005;Comercializacao
Branco;7.655;2005;Comercializacao
ESPUMANTES;6.776.672;2005;Comercializacao
Espumante  Moscatel;1.071.448;2005;Comercializacao
Espumante;5.705.224;2005;Comercializacao
Espumante Orgânico;-;2005;Comercializacao
SUCO DE UVAS;14.675.316;2005;Comercializacao
Suco Natural Integral;-;2005;Comercializacao
Suco Adoçado;-;2005;Comercializacao
Suco Reprocessado/reconstituido;-;2005;Comercializacao
Suco Orgânico;-;2005;Comercializacao
Outros sucos de uvas;-;2005;Comercializacao
SUCO DE UVAS CONCENTRADO;23.221.898;2005;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;32.226.420;2005;Comercializacao
Outros vinhos (sem informação detalhada);-;2005;Comercializacao
Agrin (fermentado, acetico misto);7.419.736;2005;Comercializacao
Aguardente de vinho 50°gl;-;2005;Comercializacao
Alcool vinico;-;2005;Comercializacao
Bagaceira (graspa);31.048;2005;Comercializacao
Base champenoise champanha;-;2005;Comercializacao
Base charmat champanha;-;2005;Comercializacao
Base espumante moscatel;-;2005;Comercializacao
Bebida de uva;4.533.973;2005;Comercializacao
Borra líquida;-;2005;Comercializacao
Borra seca;-;2005;Comercializacao
Brandy (conhaque);2.074.381;2005;Comercializacao
Cooler;6.005.392;2005;Comercializacao
Coquetel com vinho;1.286.524;2005;Comercializacao
Destilado de vinho;167.878;2005;Comercializacao
Filtrado doce;7.990.925;2005;Comercializacao
Jeropiga;23.553;2005;Comercializacao
Mistelas;5.009;2005;Comercializacao
Mosto concentrado;-;2005;Comercializacao
Mosto de uva;233.420;2005;Comercializacao
Mosto sulfitado;-;2005;Comercializacao
Nectar de uva;362.230;2005;Comercializacao
Outros produtos;1.579.563;2005;Comercializacao
Polpa de uva;940.619;2005;Comercializacao
Preparado líquido para refresco;126.667;2005;Comercializacao
Refrigerante +50% suco;-;2005;Comercializacao
Sangria;1.142.453;2005;Comercializacao
Vinagre balsamico;9.338;2005;Comercializacao
Vinagre duplo;93.100;2005;Comercializacao
Vinagre simples;1.785.401;2005;Comercializacao
Vinho acetificado;1.959.030;2005;Comercializacao
Vinho base para espumantes;30.000;2005;Comercializacao
Vinho composto;1.104.777;2005;Comercializacao
Vinho licoroso;741.139;2005;Comercializacao
Vinho leve;-;2005;Comercializacao
Vinho gaseificado;-;2005;Comercializacao
Total;370.852.463;2005;Comercializacao
VINHO DE MESA;245.625.614;2006;Comercializacao
Tinto;209.438.207;2006;Comercializacao
Rosado;3.071.382;2006;Comercializacao
Branco;33.116.025;2006;Comercializacao
VINHO FINO DE MESA;22.767.358;2006;Comercializacao
Tinto;13.920.655;2006;Comercializacao
Rosado;307.189;2006;Comercializacao
Branco;8.539.514;2006;Comercializacao
VINHO FRIZANTE;258.248;2006;Comercializacao
VINHO ORGÂNICO;-;2006;Comercializacao
VINHO ESPECIAL;172.176;2006;Comercializacao
Tinto;171.361;2006;Comercializacao
Rosado;-;2006;Comercializacao
Branco;815;2006;Comercializacao
ESPUMANTES;7.728.838;2006;Comercializacao
Espumante  Moscatel;1.320.959;2006;Comercializacao
Espumante;6.407.879;2006;Comercializacao
Espumante Orgânico;-;2006;Comercializacao
SUCO DE UVAS;15.640.857;2006;Comercializacao
Suco Natural Integral;-;2006;Comercializacao
Suco Adoçado;-;2006;Comercializacao
Suco Reprocessado/reconstituido;-;2006;Comercializacao
Suco Orgânico;-;2006;Comercializacao
Outros sucos de uvas;-;2006;Comercializacao
SUCO DE UVAS CONCENTRADO;23.228.388;2006;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;27.088.994;2006;Comercializacao
Outros vinhos (sem informação detalhada);-;2006;Comercializacao
Agrin (fermentado, acetico misto);7.677.906;2006;Comercializacao
Aguardente de vinho 50°gl;-;2006;Comercializacao
Alcool vinico;-;2006;Comercializacao
Bagaceira (graspa);29.939;2006;Comercializacao
Base champenoise champanha;-;2006;Comercializacao
Base charmat champanha;-;2006;Comercializacao
Base espumante moscatel;-;2006;Comercializacao
Bebida de uva;5.097.873;2006;Comercializacao
Borra líquida;-;2006;Comercializacao
Borra seca;-;2006;Comercializacao
Brandy (conhaque);5.500;2006;Comercializacao
Cooler;5.067.810;2006;Comercializacao
Coquetel com vinho;932.979;2006;Comercializacao
Destilado de vinho;194.434;2006;Comercializacao
Filtrado doce;7.820.382;2006;Comercializacao
Jeropiga;46.926;2006;Comercializacao
Mistelas;4.500;2006;Comercializacao
Mosto concentrado;-;2006;Comercializacao
Mosto de uva;7.740;2006;Comercializacao
Mosto sulfitado;-;2006;Comercializacao
Nectar de uva;358.963;2006;Comercializacao
Outros produtos;5.934;2006;Comercializacao
Polpa de uva;987.828;2006;Comercializacao
Preparado líquido para refresco;632.074;2006;Comercializacao
Refrigerante +50% suco;-;2006;Comercializacao
Sangria;1.208.403;2006;Comercializacao
Vinagre balsamico;9.344;2006;Comercializacao
Vinagre duplo;125.312;2006;Comercializacao
Vinagre simples;2.088.195;2006;Comercializacao
Vinho acetificado;892.770;2006;Comercializacao
Vinho base para espumantes;68;2006;Comercializacao
Vinho composto;844.292;2006;Comercializacao
Vinho licoroso;727.728;2006;Comercializacao
Vinho leve;-;2006;Comercializacao
Vinho gaseificado;-;2006;Comercializacao
Total;342.510.473;2006;Comercializacao
VINHO DE MESA;226.710.045;2007;Comercializacao
Tinto;190.526.781;2007;Comercializacao
Rosado;2.252.558;2007;Comercializacao
Branco;29.122.090;2007;Comercializacao
VINHO FINO DE MESA;21.485.699;2007;Comercializacao
Tinto;13.872.339;2007;Comercializacao
Rosado;416.285;2007;Comercializacao
Branco;7.197.075;2007;Comercializacao
VINHO FRIZANTE;250.114;2007;Comercializacao
VINHO ORGÂNICO;-;2007;Comercializacao
VINHO ESPECIAL;106.333;2007;Comercializacao
Tinto;106.333;2007;Comercializacao
Rosado;-;2007;Comercializacao
Branco;-;2007;Comercializacao
ESPUMANTES;8.596.406;2007;Comercializacao
Espumante  Moscatel;1.585.203;2007;Comercializacao
Espumante;7.011.203;2007;Comercializacao
Espumante Orgânico;-;2007;Comercializacao
SUCO DE UVAS;18.514.411;2007;Comercializacao
Suco Natural Integral;-;2007;Comercializacao
Suco Adoçado;-;2007;Comercializacao
Suco Reprocessado/reconstituido;-;2007;Comercializacao
Suco Orgânico;-;2007;Comercializacao
Outros sucos de uvas;-;2007;Comercializacao
SUCO DE UVAS CONCENTRADO;25.603.588;2007;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;27.833.872;2007;Comercializacao
Outros vinhos (sem informação detalhada);-;2007;Comercializacao
Agrin (fermentado, acetico misto);7.188.135;2007;Comercializacao
Aguardente de vinho 50°gl;-;2007;Comercializacao
Alcool vinico;-;2007;Comercializacao
Bagaceira (graspa);21.186;2007;Comercializacao
Base champenoise champanha;-;2007;Comercializacao
Base charmat champanha;-;2007;Comercializacao
Base espumante moscatel;-;2007;Comercializacao
Bebida de uva;5.369.833;2007;Comercializacao
Borra líquida;-;2007;Comercializacao
Borra seca;24.543;2007;Comercializacao
Brandy (conhaque);5.929;2007;Comercializacao
Cooler;5.008.953;2007;Comercializacao
Coquetel com vinho;798.624;2007;Comercializacao
Destilado de vinho;139.410;2007;Comercializacao
Filtrado doce;7.586.058;2007;Comercializacao
Jeropiga;19.926;2007;Comercializacao
Mistelas;3.430;2007;Comercializacao
Mosto concentrado;-;2007;Comercializacao
Mosto de uva;2.000;2007;Comercializacao
Mosto sulfitado;-;2007;Comercializacao
Nectar de uva;541.685;2007;Comercializacao
Outros produtos;597.586;2007;Comercializacao
Polpa de uva;1.177.805;2007;Comercializacao
Preparado líquido para refresco;753.842;2007;Comercializacao
Refrigerante +50% suco;-;2007;Comercializacao
Sangria;541.088;2007;Comercializacao
Vinagre balsamico;17.384;2007;Comercializacao
Vinagre duplo;479.747;2007;Comercializacao
Vinagre simples;2.338.035;2007;Comercializacao
Vinho acetificado;921.000;2007;Comercializacao
Vinho base para espumantes;-;2007;Comercializacao
Vinho composto;898.156;2007;Comercializacao
Vinho licoroso;587.652;2007;Comercializacao
Vinho leve;-;2007;Comercializacao
Vinho gaseificado;-;2007;Comercializacao
Total;329.100.468;2007;Comercializacao
VINHO DE MESA;200.488.612;2008;Comercializacao
Tinto;172.020.779;2008;Comercializacao
Rosado;1.840.779;2008;Comercializacao
Branco;26.627.054;2008;Comercializacao
VINHO FINO DE MESA;23.167.738;2008;Comercializacao
Tinto;13.920.224;2008;Comercializacao
Rosado;313.513;2008;Comercializacao
Branco;8.934.001;2008;Comercializacao
VINHO FRIZANTE;441.691;2008;Comercializacao
VINHO ORGÂNICO;-;2008;Comercializacao
VINHO ESPECIAL;65;2008;Comercializacao
Tinto;65;2008;Comercializacao
Rosado;-;2008;Comercializacao
Branco;-;2008;Comercializacao
ESPUMANTES;9.539.610;2008;Comercializacao
Espumante  Moscatel;1.905.395;2008;Comercializacao
Espumante;7.634.215;2008;Comercializacao
Espumante Orgânico;-;2008;Comercializacao
SUCO DE UVAS;21.568.032;2008;Comercializacao
Suco Natural Integral;-;2008;Comercializacao
Suco Adoçado;-;2008;Comercializacao
Suco Reprocessado/reconstituido;-;2008;Comercializacao
Suco Orgânico;-;2008;Comercializacao
Outros sucos de uvas;-;2008;Comercializacao
SUCO DE UVAS CONCENTRADO;27.880.465;2008;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;28.697.650;2008;Comercializacao
Outros vinhos (sem informação detalhada);-;2008;Comercializacao
Agrin (fermentado, acetico misto);7.268.443;2008;Comercializacao
Aguardente de vinho 50°gl;-;2008;Comercializacao
Alcool vinico;-;2008;Comercializacao
Bagaceira (graspa);23.195;2008;Comercializacao
Base champenoise champanha;69.800;2008;Comercializacao
Base charmat champanha;56;2008;Comercializacao
Base espumante moscatel;12.794;2008;Comercializacao
Bebida de uva;3.888.187;2008;Comercializacao
Borra líquida;-;2008;Comercializacao
Borra seca;18.640;2008;Comercializacao
Brandy (conhaque);6.606;2008;Comercializacao
Cooler;4.367.404;2008;Comercializacao
Coquetel com vinho;791.532;2008;Comercializacao
Destilado de vinho;32.281;2008;Comercializacao
Filtrado doce;7.551.842;2008;Comercializacao
Jeropiga;10.796;2008;Comercializacao
Mistelas;3.340;2008;Comercializacao
Mosto concentrado;-;2008;Comercializacao
Mosto de uva;-;2008;Comercializacao
Mosto sulfitado;-;2008;Comercializacao
Nectar de uva;2.019.104;2008;Comercializacao
Outros produtos;743.367;2008;Comercializacao
Polpa de uva;1.316.846;2008;Comercializacao
Preparado líquido para refresco;694.816;2008;Comercializacao
Refrigerante +50% suco;-;2008;Comercializacao
Sangria;455.704;2008;Comercializacao
Vinagre balsamico;20.395;2008;Comercializacao
Vinagre duplo;687.430;2008;Comercializacao
Vinagre simples;2.813.447;2008;Comercializacao
Vinho acetificado;1.547.161;2008;Comercializacao
Vinho base para espumantes;-;2008;Comercializacao
Vinho composto;1.065.845;2008;Comercializacao
Vinho licoroso;557.062;2008;Comercializacao
Vinho leve;-;2008;Comercializacao
Vinho gaseificado;-;2008;Comercializacao
Total;311.783.863;2008;Comercializacao
VINHO DE MESA;234.525.979;2009;Comercializacao
Tinto;193.004.182;2009;Comercializacao
Rosado;2.307.580;2009;Comercializacao
Branco;39.214.217;2009;Comercializacao
VINHO FINO DE MESA;33.080.270;2009;Comercializacao
Tinto;19.576.295;2009;Comercializacao
Rosado;213.835;2009;Comercializacao
Branco;13.290.140;2009;Comercializacao
VINHO FRIZANTE;1.003.596;2009;Comercializacao
VINHO ORGÂNICO;-;2009;Comercializacao
VINHO ESPECIAL;113;2009;Comercializacao
Tinto;113;2009;Comercializacao
Rosado;-;2009;Comercializacao
Branco;-;2009;Comercializacao
ESPUMANTES;11.242.890;2009;Comercializacao
Espumante  Moscatel;2.500.230;2009;Comercializacao
Espumante;8.742.660;2009;Comercializacao
Espumante Orgânico;-;2009;Comercializacao
SUCO DE UVAS;29.131.455;2009;Comercializacao
Suco Natural Integral;-;2009;Comercializacao
Suco Adoçado;-;2009;Comercializacao
Suco Reprocessado/reconstituido;-;2009;Comercializacao
Suco Orgânico;-;2009;Comercializacao
Outros sucos de uvas;-;2009;Comercializacao
SUCO DE UVAS CONCENTRADO;31.861.857;2009;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;26.554.757;2009;Comercializacao
Outros vinhos (sem informação detalhada);-;2009;Comercializacao
Agrin (fermentado, acetico misto);6.745.427;2009;Comercializacao
Aguardente de vinho 50°gl;-;2009;Comercializacao
Alcool vinico;-;2009;Comercializacao
Bagaceira (graspa);21.133;2009;Comercializacao
Base champenoise champanha;-;2009;Comercializacao
Base charmat champanha;-;2009;Comercializacao
Base espumante moscatel;-;2009;Comercializacao
Bebida de uva;1.279.586;2009;Comercializacao
Borra líquida;12.000;2009;Comercializacao
Borra seca;-;2009;Comercializacao
Brandy (conhaque);7.151;2009;Comercializacao
Cooler;4.561.959;2009;Comercializacao
Coquetel com vinho;1.354.734;2009;Comercializacao
Destilado de vinho;100;2009;Comercializacao
Filtrado doce;6.533.888;2009;Comercializacao
Jeropiga;14.443;2009;Comercializacao
Mistelas;7.034;2009;Comercializacao
Mosto concentrado;-;2009;Comercializacao
Mosto de uva;-;2009;Comercializacao
Mosto sulfitado;-;2009;Comercializacao
Nectar de uva;4.933.019;2009;Comercializacao
Outros produtos;418.132;2009;Comercializacao
Polpa de uva;1.339.958;2009;Comercializacao
Preparado líquido para refresco;467.005;2009;Comercializacao
Refrigerante +50% suco;-;2009;Comercializacao
Sangria;192.082;2009;Comercializacao
Vinagre balsamico;36.937;2009;Comercializacao
Vinagre duplo;426.804;2009;Comercializacao
Vinagre simples;2.996.318;2009;Comercializacao
Vinho acetificado;808.389;2009;Comercializacao
Vinho base para espumantes;10.649;2009;Comercializacao
Vinho composto;542.123;2009;Comercializacao
Vinho licoroso;591.313;2009;Comercializacao
Vinho leve;-;2009;Comercializacao
Vinho gaseificado;-;2009;Comercializacao
Total;367.400.917;2009;Comercializacao
VINHO DE MESA;221.242.945;2010;Comercializacao
Tinto;188.649.074;2010;Comercializacao
Rosado;2.036.928;2010;Comercializacao
Branco;30.556.943;2010;Comercializacao
VINHO FINO DE MESA;21.390.159;2010;Comercializacao
Tinto;15.184.398;2010;Comercializacao
Rosado;236.802;2010;Comercializacao
Branco;5.968.959;2010;Comercializacao
VINHO FRIZANTE;1.851.136;2010;Comercializacao
VINHO ORGÂNICO;-;2010;Comercializacao
VINHO ESPECIAL;293;2010;Comercializacao
Tinto;293;2010;Comercializacao
Rosado;-;2010;Comercializacao
Branco;-;2010;Comercializacao
ESPUMANTES;12.647.906;2010;Comercializacao
Espumante  Moscatel;2.946.179;2010;Comercializacao
Espumante;9.701.727;2010;Comercializacao
Espumante Orgânico;-;2010;Comercializacao
SUCO DE UVAS;35.164.681;2010;Comercializacao
Suco Natural Integral;-;2010;Comercializacao
Suco Adoçado;-;2010;Comercializacao
Suco Reprocessado/reconstituido;-;2010;Comercializacao
Suco Orgânico;-;2010;Comercializacao
Outros sucos de uvas;-;2010;Comercializacao
SUCO DE UVAS CONCENTRADO;30.827.991;2010;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;29.023.870;2010;Comercializacao
Outros vinhos (sem informação detalhada);-;2010;Comercializacao
Agrin (fermentado, acetico misto);6.852.708;2010;Comercializacao
Aguardente de vinho 50°gl;-;2010;Comercializacao
Alcool vinico;-;2010;Comercializacao
Bagaceira (graspa);16.413;2010;Comercializacao
Base champenoise champanha;11;2010;Comercializacao
Base charmat champanha;42.847;2010;Comercializacao
Base espumante moscatel;18.418;2010;Comercializacao
Bebida de uva;763.368;2010;Comercializacao
Borra líquida;13.000;2010;Comercializacao
Borra seca;46.000;2010;Comercializacao
Brandy (conhaque);6.448;2010;Comercializacao
Cooler;4.674.272;2010;Comercializacao
Coquetel com vinho;977.962;2010;Comercializacao
Destilado de vinho;31.814;2010;Comercializacao
Filtrado doce;6.611.313;2010;Comercializacao
Jeropiga;37.310;2010;Comercializacao
Mistelas;26.577;2010;Comercializacao
Mosto concentrado;-;2010;Comercializacao
Mosto de uva;12.438;2010;Comercializacao
Mosto sulfitado;-;2010;Comercializacao
Nectar de uva;5.397.459;2010;Comercializacao
Outros produtos;284.824;2010;Comercializacao
Polpa de uva;2.774.322;2010;Comercializacao
Preparado líquido para refresco;377.010;2010;Comercializacao
Refrigerante +50% suco;-;2010;Comercializacao
Sangria;172.214;2010;Comercializacao
Vinagre balsamico;67.502;2010;Comercializacao
Vinagre duplo;912.242;2010;Comercializacao
Vinagre simples;3.336.175;2010;Comercializacao
Vinho acetificado;1.123.858;2010;Comercializacao
Vinho base para espumantes;-;2010;Comercializacao
Vinho composto;661.586;2010;Comercializacao
Vinho licoroso;638.487;2010;Comercializacao
Vinho leve;-;2010;Comercializacao
Vinho gaseificado;-;2010;Comercializacao
Total;352.148.981;2010;Comercializacao
VINHO DE MESA;230.310.468;2011;Comercializacao
Tinto;196.562.722;2011;Comercializacao
Rosado;1.668.823;2011;Comercializacao
Branco;32.078.923;2011;Comercializacao
VINHO FINO DE MESA;19.967.310;2011;Comercializacao
Tinto;14.876.896;2011;Comercializacao
Rosado;211.484;2011;Comercializacao
Branco;4.878.930;2011;Comercializacao
VINHO FRIZANTE;1.706.679;2011;Comercializacao
VINHO ORGÂNICO;-;2011;Comercializacao
VINHO ESPECIAL;699;2011;Comercializacao
Tinto;699;2011;Comercializacao
Rosado;-;2011;Comercializacao
Branco;-;2011;Comercializacao
ESPUMANTES;13.305.275;2011;Comercializacao
Espumante  Moscatel;2.996.441;2011;Comercializacao
Espumante;10.308.834;2011;Comercializacao
Espumante Orgânico;-;2011;Comercializacao
SUCO DE UVAS;45.222.136;2011;Comercializacao
Suco Natural Integral;-;2011;Comercializacao
Suco Adoçado;-;2011;Comercializacao
Suco Reprocessado/reconstituido;-;2011;Comercializacao
Suco Orgânico;-;2011;Comercializacao
Outros sucos de uvas;-;2011;Comercializacao
SUCO DE UVAS CONCENTRADO;34.892.316;2011;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;28.783.827;2011;Comercializacao
Outros vinhos (sem informação detalhada);-;2011;Comercializacao
Agrin (fermentado, acetico misto);5.997.697;2011;Comercializacao
Aguardente de vinho 50°gl;-;2011;Comercializacao
Alcool vinico;-;2011;Comercializacao
Bagaceira (graspa);18.111;2011;Comercializacao
Base champenoise champanha;41.134;2011;Comercializacao
Base charmat champanha;66.220;2011;Comercializacao
Base espumante moscatel;22.162;2011;Comercializacao
Bebida de uva;532.821;2011;Comercializacao
Borra líquida;22.016;2011;Comercializacao
Borra seca;73.006;2011;Comercializacao
Brandy (conhaque);5.640;2011;Comercializacao
Cooler;4.684.087;2011;Comercializacao
Coquetel com vinho;805.235;2011;Comercializacao
Destilado de vinho;90.364;2011;Comercializacao
Filtrado doce;7.001.836;2011;Comercializacao
Jeropiga;57.887;2011;Comercializacao
Mistelas;983;2011;Comercializacao
Mosto concentrado;-;2011;Comercializacao
Mosto de uva;291.399;2011;Comercializacao
Mosto sulfitado;-;2011;Comercializacao
Nectar de uva;5.703.340;2011;Comercializacao
Outros produtos;385.029;2011;Comercializacao
Polpa de uva;1.875.782;2011;Comercializacao
Preparado líquido para refresco;367.193;2011;Comercializacao
Refrigerante +50% suco;-;2011;Comercializacao
Sangria;158.868;2011;Comercializacao
Vinagre balsamico;78.540;2011;Comercializacao
Vinagre duplo;875.720;2011;Comercializacao
Vinagre simples;3.386.303;2011;Comercializacao
Vinho acetificado;983.700;2011;Comercializacao
Vinho base para espumantes;-;2011;Comercializacao
Vinho composto;662.965;2011;Comercializacao
Vinho licoroso;593.486;2011;Comercializacao
Vinho leve;-;2011;Comercializacao
Vinho gaseificado;-;2011;Comercializacao
Total;374.188.710;2011;Comercializacao
VINHO DE MESA;206.969.571;2012;Comercializacao
Tinto;173.964.776;2012;Comercializacao
Rosado;1.738.134;2012;Comercializacao
Branco;31.266.661;2012;Comercializacao
VINHO FINO DE MESA;22.469.950;2012;Comercializacao
Tinto;15.443.016;2012;Comercializacao
Rosado;150.806;2012;Comercializacao
Branco;6.876.128;2012;Comercializacao
VINHO FRIZANTE;1.605.767;2012;Comercializacao
VINHO ORGÂNICO;-;2012;Comercializacao
VINHO ESPECIAL;239;2012;Comercializacao
Tinto;239;2012;Comercializacao
Rosado;-;2012;Comercializacao
Branco;-;2012;Comercializacao
ESPUMANTES;14.889.147;2012;Comercializacao
Espumante  Moscatel;3.610.289;2012;Comercializacao
Espumante;11.278.858;2012;Comercializacao
Espumante Orgânico;-;2012;Comercializacao
SUCO DE UVAS;53.832.204;2012;Comercializacao
Suco Natural Integral;-;2012;Comercializacao
Suco Adoçado;-;2012;Comercializacao
Suco Reprocessado/reconstituido;-;2012;Comercializacao
Suco Orgânico;-;2012;Comercializacao
Outros sucos de uvas;-;2012;Comercializacao
SUCO DE UVAS CONCENTRADO;33.529.324;2012;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;30.316.511;2012;Comercializacao
Outros vinhos (sem informação detalhada);-;2012;Comercializacao
Agrin (fermentado, acetico misto);5.311.258;2012;Comercializacao
Aguardente de vinho 50°gl;-;2012;Comercializacao
Alcool vinico;-;2012;Comercializacao
Bagaceira (graspa);14.710;2012;Comercializacao
Base champenoise champanha;42.671;2012;Comercializacao
Base charmat champanha;46.518;2012;Comercializacao
Base espumante moscatel;25.921;2012;Comercializacao
Bebida de uva;261.223;2012;Comercializacao
Borra líquida;21.980;2012;Comercializacao
Borra seca;89.000;2012;Comercializacao
Brandy (conhaque);5.495;2012;Comercializacao
Cooler;4.258.333;2012;Comercializacao
Coquetel com vinho;907.199;2012;Comercializacao
Destilado de vinho;30.000;2012;Comercializacao
Filtrado doce;7.108.554;2012;Comercializacao
Jeropiga;55.050;2012;Comercializacao
Mistelas;5.097;2012;Comercializacao
Mosto concentrado;-;2012;Comercializacao
Mosto de uva;29.304;2012;Comercializacao
Mosto sulfitado;-;2012;Comercializacao
Nectar de uva;5.644.055;2012;Comercializacao
Outros produtos;484.205;2012;Comercializacao
Polpa de uva;1.995.839;2012;Comercializacao
Preparado líquido para refresco;613.313;2012;Comercializacao
Refrigerante +50% suco;-;2012;Comercializacao
Sangria;73.590;2012;Comercializacao
Vinagre balsamico;102.259;2012;Comercializacao
Vinagre duplo;1.208.132;2012;Comercializacao
Vinagre simples;4.027.358;2012;Comercializacao
Vinho acetificado;2.110.450;2012;Comercializacao
Vinho base para espumantes;-;2012;Comercializacao
Vinho composto;510.914;2012;Comercializacao
Vinho licoroso;645.341;2012;Comercializacao
Vinho leve;-;2012;Comercializacao
Vinho gaseificado;-;2012;Comercializacao
Total;363.612.713;2012;Comercializacao
VINHO DE MESA;221.590.810;2013;Comercializacao
Tinto;188.033.494;2013;Comercializacao
Rosado;1.777.648;2013;Comercializacao
Branco;31.779.668;2013;Comercializacao
VINHO FINO DE MESA;27.912.934;2013;Comercializacao
Tinto;19.121.750;2013;Comercializacao
Rosado;214.269;2013;Comercializacao
Branco;8.576.915;2013;Comercializacao
VINHO FRIZANTE;1.764.851;2013;Comercializacao
VINHO ORGÂNICO;-;2013;Comercializacao
VINHO ESPECIAL;2.257;2013;Comercializacao
Tinto;2.257;2013;Comercializacao
Rosado;-;2013;Comercializacao
Branco;-;2013;Comercializacao
ESPUMANTES;15.978.504;2013;Comercializacao
Espumante  Moscatel;3.783.531;2013;Comercializacao
Espumante;12.194.973;2013;Comercializacao
Espumante Orgânico;-;2013;Comercializacao
SUCO DE UVAS;75.973.297;2013;Comercializacao
