Cultivar;Quantidade (Kg);Year;Category;Subcategory
BRANCAS E ROSADAS;74.888.637;2017;Processamento;Americanas_e_hibridas
Baco;-;2017;Processamento;Americanas_e_hibridas
Bokay;105.130;2017;Processamento;Americanas_e_hibridas
BRS Bibiana;-;2017;Processamento;Americanas_e_hibridas
BRS Clara;-;2017;Processamento;Americanas_e_hibridas
BRS Lorena;11.704.478;2017;Processamento;Americanas_e_hibridas
Couderc 13;7.955.879;2017;Processamento;Americanas_e_hibridas
Delaware;-;2017;Processamento;Americanas_e_hibridas
Dona Zillá;19.110;2017;Processamento;Americanas_e_hibridas
Dut Chess;-;2017;Processamento;Americanas_e_hibridas
Goethe;248.470;2017;Processamento;Americanas_e_hibridas
IAC;-;2017;Processamento;Americanas_e_hibridas
Juliana;-;2017;Processamento;Americanas_e_hibridas
Martha;6.150;2017;Processamento;Americanas_e_hibridas
Mistura de uvas americanas;-;2017;Processamento;Americanas_e_hibridas
Moscato Embrapa;11.771.138;2017;Processamento;Americanas_e_hibridas
Niagara;-;2017;Processamento;Americanas_e_hibridas
Niagara Branca;30.802.497;2017;Processamento;Americanas_e_hibridas
Niagara Rosada;11.464.265;2017;Processamento;Americanas_e_hibridas
Poloske;12.100;2017;Processamento;Americanas_e_hibridas
Seleções;-;2017;Processamento;Americanas_e_hibridas
Seyve Villard;586.955;2017;Processamento;Americanas_e_hibridas
Seyve Villard 5276;206.295;2017;Processamento;Americanas_e_hibridas
Seyve Villard 12375;-;2017;Processamento;Americanas_e_hibridas
Tardia de Caxias;6.170;2017;Processamento;Americanas_e_hibridas
Outras(2);-;2017;Processamento;Americanas_e_hibridas
Total;675.494.513;2017;Processamento;Americanas_e_hibridas
TINTAS;85.510;2017;Processamento;Uvas_de_mesa
Alphonse Lavallee;-;2017;Processamento;Uvas_de_mesa
Moscato de Hamburgo;85.510;2017;Processamento;Uvas_de_mesa
BRANCAS;5.900;2017;Processamento;Uvas_de_mesa
Cardinal;-;2017;Processamento;Uvas_de_mesa
Golden Queen;-;2017;Processamento;Uvas_de_mesa
Patrícia;-;2017;Processamento;Uvas_de_mesa
Perlona;180;2017;Processamento;Uvas_de_mesa
Italia;-;2017;Processamento;Uvas_de_mesa
Rubi (Itália, Itália Ro);5.720;2017;Processamento;Uvas_de_mesa
Total;91.410;2017;Processamento;Uvas_de_mesa
;-;2017;Processamento;Sem_classificacao
;0;2017;Processamento;Sem_classificacao
TINTAS;26.868.514;2018;Processamento;Viniferas
Alicante Bouschet;2.103.844;2018;Processamento;Viniferas
Ancelota;492.106;2018;Processamento;Viniferas
Aramon;-;2018;Processamento;Viniferas
Alfrocheiro;-;2018;Processamento;Viniferas
Arinarnoa;44.775;2018;Processamento;Viniferas
Aspirant Bouschet;12.830;2018;Processamento;Viniferas
Barbera;21.863;2018;Processamento;Viniferas
Bonarda;-;2018;Processamento;Viniferas
Cabernet Franc;1.524.191;2018;Processamento;Viniferas
Cabernet Sauvignon;6.004.627;2018;Processamento;Viniferas
Caladoc;4.740;2018;Processamento;Viniferas
Campanario;-;2018;Processamento;Viniferas
Canaiolo;-;2018;Processamento;Viniferas
Carignan;-;2018;Processamento;Viniferas
Carmenere;241.808;2018;Processamento;Viniferas
Castelão;-;2018;Processamento;Viniferas
Corvina;-;2018;Processamento;Viniferas
Croatina;-;2018;Processamento;Viniferas
Cinsaut;-;2018;Processamento;Viniferas
Dom Felder;-;2018;Processamento;Viniferas
Dolcetto;-;2018;Processamento;Viniferas
Durif;-;2018;Processamento;Viniferas
Egiodola;1.047.960;2018;Processamento;Viniferas
Ekigaina;2.070;2018;Processamento;Viniferas
Festival (Sugraone);-;2018;Processamento;Viniferas
Franconia;-;2018;Processamento;Viniferas
Freisa;14.020;2018;Processamento;Viniferas
Gamay St Romain;12.675;2018;Processamento;Viniferas
Gamay Beaujolais;152.384;2018;Processamento;Viniferas
Grand Noir;-;2018;Processamento;Viniferas
Grenache;-;2018;Processamento;Viniferas
Jaen;-;2018;Processamento;Viniferas
Lagrein;2.700;2018;Processamento;Viniferas
Lambrusco;44.511;2018;Processamento;Viniferas
Malbec;628.780;2018;Processamento;Viniferas
Marzemina;-;2018;Processamento;Viniferas
Merlot;6.257.492;2018;Processamento;Viniferas
Marselan;384.278;2018;Processamento;Viniferas
Mistura de uvas viníferas tinto;-;2018;Processamento;Viniferas
Molinera;1.900;2018;Processamento;Viniferas
Montepulciano;23.306;2018;Processamento;Viniferas
Moscato Bailey;152.136;2018;Processamento;Viniferas
Napa Gamay;-;2018;Processamento;Viniferas
Nebbiolo;9.236;2018;Processamento;Viniferas
Petit Verdot;83.552;2018;Processamento;Viniferas
Petite Sirah;110.361;2018;Processamento;Viniferas
Pinotage;398.794;2018;Processamento;Viniferas
Pinot Noir;3.240.209;2018;Processamento;Viniferas
Pinot Saint George;-;2018;Processamento;Viniferas
Piriquita;-;2018;Processamento;Viniferas
Primitivo;-;2018;Processamento;Viniferas
Rebo;94.480;2018;Processamento;Viniferas
Refosco;7.320;2018;Processamento;Viniferas
Rondinella;1.990;2018;Processamento;Viniferas
Ruby Cabernet;248.992;2018;Processamento;Viniferas
Sangiovese;63.832;2018;Processamento;Viniferas
Saperavi;-;2018;Processamento;Viniferas
Sira (falsa);-;2018;Processamento;Viniferas
Tannat;2.940.306;2018;Processamento;Viniferas
Tempranillo;278.456;2018;Processamento;Viniferas
Teroldego;77.625;2018;Processamento;Viniferas
Torrontes;16.350;2018;Processamento;Viniferas
Tinta Barroca;-;2018;Processamento;Viniferas
Tinta Roriz;-;2018;Processamento;Viniferas
Touriga Francesa;-;2018;Processamento;Viniferas
Touriga Nacional;122.015;2018;Processamento;Viniferas
Tinta Madeira;-;2018;Processamento;Viniferas
Tintoria;-;2018;Processamento;Viniferas
Trincdeira;-;2018;Processamento;Viniferas
Trousseau;-;2018;Processamento;Viniferas
Zinfandel;-;2018;Processamento;Viniferas
Outras1;-;2018;Processamento;Viniferas
BRANCAS E ROSADAS;38.722.156;2018;Processamento;Viniferas
Aliatico;-;2018;Processamento;Viniferas
Aligote;-;2018;Processamento;Viniferas
Altesse;-;2018;Processamento;Viniferas
Alvarinho;32.647;2018;Processamento;Viniferas
Arriloba;2.580;2018;Processamento;Viniferas
Auxerrois;-;2018;Processamento;Viniferas
Burger;-;2018;Processamento;Viniferas
Chardonnay;6.068.902;2018;Processamento;Viniferas
Chasselas;-;2018;Processamento;Viniferas
Chenin Blanc;387.360;2018;Processamento;Viniferas
Clairette(1);-;2018;Processamento;Viniferas
Colombard;522.866;2018;Processamento;Viniferas
Flora;2.060;2018;Processamento;Viniferas
Garganega;-;2018;Processamento;Viniferas
Gewurztraminer;208.171;2018;Processamento;Viniferas
Gouveio;-;2018;Processamento;Viniferas
Gros Manseng;2.430;2018;Processamento;Viniferas
Italia (Pirovano 65) (PE);2.942;2018;Processamento;Viniferas
Maccabeo;-;2018;Processamento;Viniferas
Malvasia;-;2018;Processamento;Viniferas
Malvasia Amarela;52.936;2018;Processamento;Viniferas
Malvasia Bianca;574.521;2018;Processamento;Viniferas
Malvasia Chianti;-;2018;Processamento;Viniferas
Malvasia Verde;15.220;2018;Processamento;Viniferas
Malvasia di Candia;2.557.871;2018;Processamento;Viniferas
Malvasia Istriana;-;2018;Processamento;Viniferas
Mistura de uvas viníferas branco;-;2018;Processamento;Viniferas
Mistura de uvas viníferas rosado;-;2018;Processamento;Viniferas
Moscato Branco;11.202.231;2018;Processamento;Viniferas
Moscato Canelli;121.008;2018;Processamento;Viniferas
Moscato Giallo;1.590.531;2018;Processamento;Viniferas
Moscato Nazareno;639.810;2018;Processamento;Viniferas
Moscato Bianco R2;867.445;2018;Processamento;Viniferas
Moscato de Alexandria;95.647;2018;Processamento;Viniferas
Moscato Rosado;-;2018;Processamento;Viniferas
Muscat à Petits Grains;3.000;2018;Processamento;Viniferas
Muller Thurgau;-;2018;Processamento;Viniferas
Muscadelle;-;2018;Processamento;Viniferas
Ora;-;2018;Processamento;Viniferas
Palomino;-;2018;Processamento;Viniferas
Petit Manseng;1.430;2018;Processamento;Viniferas
Peverella;33.439;2018;Processamento;Viniferas
Pinot Blanc;17.028;2018;Processamento;Viniferas
Pinot Gris;98.728;2018;Processamento;Viniferas
Prosecco;4.018.371;2018;Processamento;Viniferas
Red Veltliner;-;2018;Processamento;Viniferas
Riesling Italico;3.724.926;2018;Processamento;Viniferas
Riesling Renano;121.020;2018;Processamento;Viniferas
Sauvignon Blanc(2);517.760;2018;Processamento;Viniferas
Sauvignon Gris;-;2018;Processamento;Viniferas
Seara Nova;-;2018;Processamento;Viniferas
Semillon;225.952;2018;Processamento;Viniferas
Schonburger;14.354;2018;Processamento;Viniferas
Sylvaner;-;2018;Processamento;Viniferas
Tocai Friulano;-;2018;Processamento;Viniferas
Trebbiano;4.504.485;2018;Processamento;Viniferas
Trebbiano Toscano;18.110;2018;Processamento;Viniferas
Verdea;-;2018;Processamento;Viniferas
Verdelho;1.800;2018;Processamento;Viniferas
Verdiso;-;2018;Processamento;Viniferas
Vermentino;-;2018;Processamento;Viniferas
Vernaccia;4.020;2018;Processamento;Viniferas
Viogner;-;2018;Processamento;Viniferas
Viognier;470.555;2018;Processamento;Viniferas
Outras(3);-;2018;Processamento;Viniferas
Total;65.590.670;2018;Processamento;Viniferas
TINTAS;519.506.589;2018;Processamento;Americanas_e_hibridas
Bacarina;-;2018;Processamento;Americanas_e_hibridas
Bailey;539.742;2018;Processamento;Americanas_e_hibridas
Bordo;158.405.972;2018;Processamento;Americanas_e_hibridas
Bourdin (S);-;2018;Processamento;Americanas_e_hibridas
BRS Carmen;7.472.984;2018;Processamento;Americanas_e_hibridas
BRS Cora;8.691.122;2018;Processamento;Americanas_e_hibridas
BRS Magna;2.292.084;2018;Processamento;Americanas_e_hibridas
BRS Margot;44.328;2018;Processamento;Americanas_e_hibridas
BRS Morena;-;2018;Processamento;Americanas_e_hibridas
BRS Núbia;-;2018;Processamento;Americanas_e_hibridas
BRS Rúbea;2.658.828;2018;Processamento;Americanas_e_hibridas
BRS Violeta;13.645.751;2018;Processamento;Americanas_e_hibridas
BRS Vitória;-;2018;Processamento;Americanas_e_hibridas
Champagnon (Champanheta);-;2018;Processamento;Americanas_e_hibridas
Coleções;1.140;2018;Processamento;Americanas_e_hibridas
Concord;31.971.535;2018;Processamento;Americanas_e_hibridas
Concord clone 30;4.809.154;2018;Processamento;Americanas_e_hibridas
Couderc;25.797.806;2018;Processamento;Americanas_e_hibridas
Cynthiana(1);1.200.824;2018;Processamento;Americanas_e_hibridas
Herbemont;1.325.593;2018;Processamento;Americanas_e_hibridas
IAC 138022;-;2018;Processamento;Americanas_e_hibridas
Isabel;216.921.065;2018;Processamento;Americanas_e_hibridas
Isabel Precoce;17.435.326;2018;Processamento;Americanas_e_hibridas
Jacquez;18.221.292;2018;Processamento;Americanas_e_hibridas
Kyoko;-;2018;Processamento;Americanas_e_hibridas
Landot;-;2018;Processamento;Americanas_e_hibridas
Mistura de uvas americanas tinto;-;2018;Processamento;Americanas_e_hibridas
Oberlin;-;2018;Processamento;Americanas_e_hibridas
Othello;-;2018;Processamento;Americanas_e_hibridas
Paco;-;2018;Processamento;Americanas_e_hibridas
Patricia;1.401;2018;Processamento;Americanas_e_hibridas
Seibel;5.293.981;2018;Processamento;Americanas_e_hibridas
Seibel 2 (seibeleto);1.967.808;2018;Processamento;Americanas_e_hibridas
Seyve Willard (Tinta);802.673;2018;Processamento;Americanas_e_hibridas
Vênus;6.180;2018;Processamento;Americanas_e_hibridas
BRANCAS E ROSADAS;79.044.471;2018;Processamento;Americanas_e_hibridas
Baco;-;2018;Processamento;Americanas_e_hibridas
Bokay;80.470;2018;Processamento;Americanas_e_hibridas
BRS Bibiana;-;2018;Processamento;Americanas_e_hibridas
BRS Clara;-;2018;Processamento;Americanas_e_hibridas
BRS Lorena;7.529.654;2018;Processamento;Americanas_e_hibridas
Couderc 13;5.524.997;2018;Processamento;Americanas_e_hibridas
Delaware;-;2018;Processamento;Americanas_e_hibridas
Dona Zillá;15.370;2018;Processamento;Americanas_e_hibridas
Dut Chess;-;2018;Processamento;Americanas_e_hibridas
Goethe;475.568;2018;Processamento;Americanas_e_hibridas
IAC;-;2018;Processamento;Americanas_e_hibridas
Juliana;-;2018;Processamento;Americanas_e_hibridas
Martha;7.040;2018;Processamento;Americanas_e_hibridas
Mistura de uvas americanas;-;2018;Processamento;Americanas_e_hibridas
Moscato Embrapa;9.535.525;2018;Processamento;Americanas_e_hibridas
Niagara;-;2018;Processamento;Americanas_e_hibridas
Niagara Branca;42.948.315;2018;Processamento;Americanas_e_hibridas
Niagara Rosada;12.308.714;2018;Processamento;Americanas_e_hibridas
Poloske;11.180;2018;Processamento;Americanas_e_hibridas
Seleções;-;2018;Processamento;Americanas_e_hibridas
Seyve Villard;462.683;2018;Processamento;Americanas_e_hibridas
Seyve Villard 5276;139.575;2018;Processamento;Americanas_e_hibridas
Seyve Villard 12375;-;2018;Processamento;Americanas_e_hibridas
Tardia de Caxias;5.380;2018;Processamento;Americanas_e_hibridas
Outras(2);-;2018;Processamento;Americanas_e_hibridas
Total;598.551.060;2018;Processamento;Americanas_e_hibridas
TINTAS;62.567;2018;Processamento;Uvas_de_mesa
Alphonse Lavallee;-;2018;Processamento;Uvas_de_mesa
Moscato de Hamburgo;62.567;2018;Processamento;Uvas_de_mesa
BRANCAS;730;2018;Processamento;Uvas_de_mesa
Cardinal;-;2018;Processamento;Uvas_de_mesa
Golden Queen;-;2018;Processamento;Uvas_de_mesa
Patrícia;-;2018;Processamento;Uvas_de_mesa
Perlona;730;2018;Processamento;Uvas_de_mesa
Italia;-;2018;Processamento;Uvas_de_mesa
Rubi (Itália, Itália Ro);-;2018;Processamento;Uvas_de_mesa
Total;63.297;2018;Processamento;Uvas_de_mesa
;-;2018;Processamento;Sem_classificacao
;0;2018;Processamento;Sem_classificacao
TINTAS;nd;2019;Processamento;Viniferas
Alicante Bouschet;nd;2019;Processamento;Viniferas
Ancelota;nd;2019;Processamento;Viniferas
Aramon;nd;2019;Processamento;Viniferas
Alfrocheiro;nd;2019;Processamento;Viniferas
Arinarnoa;nd;2019;Processamento;Viniferas
Aspirant Bouschet;nd;2019;Processamento;Viniferas
Barbera;nd;2019;Processamento;Viniferas
Bonarda;nd;2019;Processamento;Viniferas
Cabernet Franc;nd;2019;Processamento;Viniferas
Cabernet Sauvignon;nd;2019;Processamento;Viniferas
Caladoc;nd;2019;Processamento;Viniferas
Campanario;nd;2019;Processamento;Viniferas
Canaiolo;nd;2019;Processamento;Viniferas
Carignan;nd;2019;Processamento;Viniferas
Carmenere;nd;2019;Processamento;Viniferas
Castelão;nd;2019;Processamento;Viniferas
Corvina;nd;2019;Processamento;Viniferas
Croatina;nd;2019;Processamento;Viniferas
Cinsaut;nd;2019;Processamento;Viniferas
Dom Felder;nd;2019;Processamento;Viniferas
Dolcetto;nd;2019;Processamento;Viniferas
Durif;nd;2019;Processamento;Viniferas
Egiodola;nd;2019;Processamento;Viniferas
Ekigaina;nd;2019;Processamento;Viniferas
Festival (Sugraone);nd;2019;Processamento;Viniferas
Franconia;nd;2019;Processamento;Viniferas
Freisa;nd;2019;Processamento;Viniferas
Gamay St Romain;nd;2019;Processamento;Viniferas
Gamay Beaujolais;nd;2019;Processamento;Viniferas
Grand Noir;nd;2019;Processamento;Viniferas
Grenache;nd;2019;Processamento;Viniferas
Jaen;nd;2019;Processamento;Viniferas
Lagrein;nd;2019;Processamento;Viniferas
Lambrusco;nd;2019;Processamento;Viniferas
Malbec;nd;2019;Processamento;Viniferas
Marzemina;nd;2019;Processamento;Viniferas
Merlot;nd;2019;Processamento;Viniferas
Marselan;nd;2019;Processamento;Viniferas
Mistura de uvas viníferas tinto;nd;2019;Processamento;Viniferas
Molinera;nd;2019;Processamento;Viniferas
Montepulciano;nd;2019;Processamento;Viniferas
Moscato Bailey;nd;2019;Processamento;Viniferas
Napa Gamay;nd;2019;Processamento;Viniferas
Nebbiolo;nd;2019;Processamento;Viniferas
Petit Verdot;nd;2019;Processamento;Viniferas
Petite Sirah;nd;2019;Processamento;Viniferas
Pinotage;nd;2019;Processamento;Viniferas
Pinot Noir;nd;2019;Processamento;Viniferas
Pinot Saint George;nd;2019;Processamento;Viniferas
Piriquita;nd;2019;Processamento;Viniferas
Primitivo;nd;2019;Processamento;Viniferas
Rebo;nd;2019;Processamento;Viniferas
Refosco;nd;2019;Processamento;Viniferas
Rondinella;nd;2019;Processamento;Viniferas
Ruby Cabernet;nd;2019;Processamento;Viniferas
Sangiovese;nd;2019;Processamento;Viniferas
Saperavi;nd;2019;Processamento;Viniferas
Sira (falsa);nd;2019;Processamento;Viniferas
Tannat;nd;2019;Processamento;Viniferas
Tempranillo;nd;2019;Processamento;Viniferas
Teroldego;nd;2019;Processamento;Viniferas
Torrontes;nd;2019;Processamento;Viniferas
Tinta Barroca;nd;2019;Processamento;Viniferas
Tinta Roriz;nd;2019;Processamento;Viniferas
Touriga Francesa;nd;2019;Processamento;Viniferas
Touriga Nacional;nd;2019;Processamento;Viniferas
Tinta Madeira;nd;2019;Processamento;Viniferas
Tintoria;nd;2019;Processamento;Viniferas
Trincdeira;nd;2019;Processamento;Viniferas
Trousseau;nd;2019;Processamento;Viniferas
Zinfandel;nd;2019;Processamento;Viniferas
Outras1;nd;2019;Processamento;Viniferas
BRANCAS E ROSADAS;nd;2019;Processamento;Viniferas
Aliatico;nd;2019;Processamento;Viniferas
Aligote;nd;2019;Processamento;Viniferas
Altesse;nd;2019;Processamento;Viniferas
Alvarinho;nd;2019;Processamento;Viniferas
Arriloba;nd;2019;Processamento;Viniferas
Auxerrois;nd;2019;Processamento;Viniferas
Burger;nd;2019;Processamento;Viniferas
Chardonnay;nd;2019;Processamento;Viniferas
Chasselas;nd;2019;Processamento;Viniferas
Chenin Blanc;nd;2019;Processamento;Viniferas
Clairette(1);nd;2019;Processamento;Viniferas
Colombard;nd;2019;Processamento;Viniferas
Flora;nd;2019;Processamento;Viniferas
Garganega;nd;2019;Processamento;Viniferas
Gewurztraminer;nd;2019;Processamento;Viniferas
Gouveio;nd;2019;Processamento;Viniferas
Gros Manseng;nd;2019;Processamento;Viniferas
Italia (Pirovano 65) (PE);nd;2019;Processamento;Viniferas
Maccabeo;nd;2019;Processamento;Viniferas
Malvasia;nd;2019;Processamento;Viniferas
Malvasia Amarela;nd;2019;Processamento;Viniferas
Malvasia Bianca;nd;2019;Processamento;Viniferas
Malvasia Chianti;nd;2019;Processamento;Viniferas
Malvasia Verde;nd;2019;Processamento;Viniferas
Malvasia di Candia;nd;2019;Processamento;Viniferas
Malvasia Istriana;nd;2019;Processamento;Viniferas
Mistura de uvas viníferas branco;nd;2019;Processamento;Viniferas
Mistura de uvas viníferas rosado;nd;2019;Processamento;Viniferas
Moscato Branco;nd;2019;Processamento;Viniferas
Moscato Canelli;nd;2019;Processamento;Viniferas
Moscato Giallo;nd;2019;Processamento;Viniferas
Moscato Nazareno;nd;2019;Processamento;Viniferas
Moscato Bianco R2;nd;2019;Processamento;Viniferas
Moscato de Alexandria;nd;2019;Processamento;Viniferas
Moscato Rosado;nd;2019;Processamento;Viniferas
Muscat à Petits Grains;nd;2019;Processamento;Viniferas
Muller Thurgau;nd;2019;Processamento;Viniferas
Muscadelle;nd;2019;Processamento;Viniferas
Ora;nd;2019;Processamento;Viniferas
Palomino;nd;2019;Processamento;Viniferas
Petit Manseng;nd;2019;Processamento;Viniferas
Peverella;nd;2019;Processamento;Viniferas
Pinot Blanc;nd;2019;Processamento;Viniferas
Pinot Gris;nd;2019;Processamento;Viniferas
Prosecco;nd;2019;Processamento;Viniferas
Red Veltliner;nd;2019;Processamento;Viniferas
Riesling Italico;nd;2019;Processamento;Viniferas
Riesling Renano;nd;2019;Processamento;Viniferas
Sauvignon Blanc(2);nd;2019;Processamento;Viniferas
Sauvignon Gris;nd;2019;Processamento;Viniferas
Seara Nova;nd;2019;Processamento;Viniferas
Semillon;nd;2019;Processamento;Viniferas
Schonburger;nd;2019;Processamento;Viniferas
Sylvaner;nd;2019;Processamento;Viniferas
Tocai Friulano;nd;2019;Processamento;Viniferas
Trebbiano;nd;2019;Processamento;Viniferas
Trebbiano Toscano;nd;2019;Processamento;Viniferas
Verdea;nd;2019;Processamento;Viniferas
Verdelho;nd;2019;Processamento;Viniferas
Verdiso;nd;2019;Processamento;Viniferas
Vermentino;nd;2019;Processamento;Viniferas
Vernaccia;nd;2019;Processamento;Viniferas
